# timestamp_utc=2026-09-22T05:00:56+00:00
# host=129-146-116-70
# python=3.10.12
# git_commit=dfac770-dirty
# nvcc=Build cuda_12.8.r12.8/compiler.35583870_0
# ncu=Version 2025.1.1.0 (build 35528883) (public-release)
# driver=580.105.08
# torch=2.7.0
# cuda_runtime=12.8
# cudnn=90800
# gpu=NVIDIA A100-SXM4-40GB
# gpu_memory_gb=42.4
# sm_count=108
# compute_capability=8.0
# shared_mem_per_block_optin_kb=163.0
# peak_bw_gbs=1555.0
# peak_bw_source=table lookup: A100-SXM4-40GB
# clocks_sm_clock=270 MHz
# clocks_sm_clock_max=1410 MHz
# clocks_mem_clock=1215 MHz
# clocks_mem_clock_max=1215 MHz
# clocks_throttle_reasons=0x0000000000000001
# clocks_temp_c=31
# clocks_power_w=70.36 W
iteration,microseconds
0,44.0320
1,37.8880
2,37.8880
3,36.8640
4,37.8880
5,36.8640
6,37.8880
7,38.9120
8,37.8880
9,37.8880
10,37.8880
11,36.8640
12,37.8880
13,36.8640
14,37.8880
15,37.8880
16,36.8640
17,36.8640
18,38.9120
19,37.8880
20,36.8640
21,37.8880
22,36.8640
23,39.9360
24,38.9120
25,37.8880
26,37.8880
27,37.8880
28,36.8640
29,36.8640
30,36.8640
31,37.8880
32,36.8640
33,36.8640
34,36.8640
35,36.8640
36,36.8640
37,36.8640
38,37.8880
39,49.1520
40,38.9120
41,36.8640
42,37.8880
43,36.8640
44,36.8640
45,37.8880
46,36.8640
47,37.8880
48,36.8640
49,36.8640
50,37.8880
51,36.8640
52,37.8880
53,37.8880
54,37.8880
55,49.1520
56,39.9360
57,36.8640
58,36.8640
59,37.8880
60,36.8640
61,36.8640
62,36.8640
63,36.8640
64,37.8880
65,37.8880
66,36.8640
67,37.8880
68,37.8880
69,36.8640
70,36.8640
71,37.8880
72,39.9360
73,37.8880
74,37.8880
75,37.8880
76,37.8880
77,36.8640
78,36.8640
79,37.8880
80,36.8640
81,37.8880
82,36.8640
83,36.8640
84,36.8640
85,36.8640
86,37.8880
87,37.8880
88,38.9120
89,36.8640
90,36.8640
91,37.8880
92,37.8880
93,36.8640
94,37.8880
95,36.8640
96,36.8640
97,36.8640
98,36.8640
99,36.8640
100,36.8640
101,36.8640
102,37.8880
103,36.8640
104,40.9600
105,37.8880
106,37.8880
107,37.8880
108,37.8880
109,36.8640
110,37.8880
111,36.8640
112,36.8640
113,37.8880
114,36.8640
115,36.8640
116,36.8640
117,36.8640
118,36.8640
119,36.8640
120,39.9360
121,37.8880
122,37.8880
123,36.8640
124,37.8880
125,36.8640
126,36.8640
127,36.8640
128,36.8640
129,36.8640
130,37.8880
131,36.8640
132,36.8640
133,37.8880
134,36.8640
135,37.8880
136,37.8880
137,38.9120
138,37.8880
139,37.8880
140,36.8640
141,37.8880
142,36.8640
143,37.8880
144,36.8640
145,36.8640
146,36.8640
147,36.8640
148,37.8880
149,37.8880
150,36.8640
151,37.8880
152,36.8640
153,38.9120
154,37.8880
155,36.8640
156,37.8880
157,36.8640
158,37.8880
159,36.8640
160,37.8880
161,36.8640
162,36.8640
163,36.8640
164,37.8880
165,36.8640
166,36.8640
167,37.8880
168,36.8640
169,39.9360
170,37.8880
171,36.8640
172,36.8640
173,36.8640
174,37.8880
175,36.8640
176,36.8640
177,36.8640
178,37.8880
179,36.8640
180,38.9120
181,37.8880
182,36.8640
183,36.8640
184,36.8640
185,49.1520
186,38.9120
187,37.8880
188,36.8640
189,36.8640
190,36.8640
191,37.8880
192,36.8640
193,37.8880
194,36.8640
195,36.8640
196,36.8640
197,37.8880
198,36.8640
199,36.8640
