# timestamp_utc=2026-09-22T05:00:56+00:00
# host=129-146-116-70
# python=3.10.12
# git_commit=dfac770-dirty
# nvcc=Build cuda_12.8.r12.8/compiler.35583870_0
# ncu=Version 2025.1.1.0 (build 35528883) (public-release)
# driver=580.105.08
# torch=2.7.0
# cuda_runtime=12.8
# cudnn=90800
# gpu=NVIDIA A100-SXM4-40GB
# gpu_memory_gb=42.4
# sm_count=108
# compute_capability=8.0
# shared_mem_per_block_optin_kb=163.0
# peak_bw_gbs=1555.0
# peak_bw_source=table lookup: A100-SXM4-40GB
# clocks_sm_clock=270 MHz
# clocks_sm_clock_max=1410 MHz
# clocks_mem_clock=1215 MHz
# clocks_mem_clock_max=1215 MHz
# clocks_throttle_reasons=0x0000000000000001
# clocks_temp_c=31
# clocks_power_w=70.36 W
iteration,microseconds
0,219.1360
1,212.9920
2,212.9920
3,212.9920
4,212.9920
5,210.9440
6,210.9440
7,212.9920
8,210.9440
9,214.0160
10,210.9440
11,212.9920
12,210.9440
13,214.0160
14,210.9440
15,211.9680
16,212.9920
17,214.0160
18,211.9680
19,212.9920
20,210.9440
21,215.0400
22,209.9200
23,212.9920
24,210.9440
25,215.0400
26,211.9680
27,210.9440
28,212.9920
29,222.2080
30,211.9680
31,214.0160
32,209.9200
33,211.9680
34,214.0160
35,211.9680
36,211.9680
37,212.9920
38,211.9680
39,210.9440
40,209.9200
41,211.9680
42,212.9920
43,210.9440
44,211.9680
45,212.9920
46,215.0400
47,210.9440
48,212.9920
49,211.9680
50,211.9680
51,210.9440
52,210.9440
53,211.9680
54,211.9680
55,212.9920
56,212.9920
57,211.9680
58,210.9440
59,214.0160
60,210.9440
61,211.9680
62,211.9680
63,211.9680
64,211.9680
65,212.9920
66,209.9200
67,212.9920
68,211.9680
69,211.9680
70,210.9440
71,211.9680
72,211.9680
73,212.9920
74,210.9440
75,210.9440
76,214.0160
77,210.9440
78,210.9440
79,210.9440
80,215.0400
81,212.9920
82,211.9680
83,209.9200
84,215.0400
85,212.9920
86,211.9680
87,210.9440
88,214.0160
89,211.9680
90,210.9440
91,212.9920
92,210.9440
93,212.9920
94,211.9680
95,212.9920
96,209.9200
97,211.9680
98,211.9680
99,214.0160
100,211.9680
101,215.0400
102,211.9680
103,214.0160
104,210.9440
105,212.9920
106,210.9440
107,210.9440
108,212.9920
109,214.0160
110,211.9680
111,211.9680
112,210.9440
113,214.0160
114,211.9680
115,215.0400
116,210.9440
117,209.9200
118,215.0400
119,211.9680
120,212.9920
121,211.9680
122,212.9920
123,214.0160
124,210.9440
125,210.9440
126,211.9680
127,214.0160
128,210.9440
129,209.9200
130,215.0400
131,212.9920
132,210.9440
133,211.9680
134,212.9920
135,211.9680
136,214.0160
137,209.9200
138,211.9680
139,214.0160
140,212.9920
141,211.9680
142,210.9440
143,214.0160
144,211.9680
145,209.9200
146,209.9200
147,211.9680
148,211.9680
149,210.9440
150,211.9680
151,212.9920
152,210.9440
153,210.9440
154,212.9920
155,212.9920
156,211.9680
157,209.9200
158,209.9200
159,211.9680
160,211.9680
161,212.9920
162,209.9200
163,211.9680
164,214.0160
165,212.9920
166,210.9440
167,212.9920
168,211.9680
169,212.9920
170,211.9680
171,211.9680
172,212.9920
173,212.9920
174,212.9920
175,210.9440
176,212.9920
177,211.9680
178,211.9680
179,211.9680
180,212.9920
181,215.0400
182,210.9440
183,211.9680
184,211.9680
185,212.9920
186,211.9680
187,211.9680
188,209.9200
189,212.9920
190,211.9680
191,211.9680
192,212.9920
193,214.0160
194,211.9680
195,211.9680
196,211.9680
197,211.9680
198,211.9680
199,210.9440
