# timestamp_utc=2026-09-22T05:00:56+00:00
# host=129-146-116-70
# python=3.10.12
# git_commit=dfac770-dirty
# nvcc=Build cuda_12.8.r12.8/compiler.35583870_0
# ncu=Version 2025.1.1.0 (build 35528883) (public-release)
# driver=580.105.08
# torch=2.7.0
# cuda_runtime=12.8
# cudnn=90800
# gpu=NVIDIA A100-SXM4-40GB
# gpu_memory_gb=42.4
# sm_count=108
# compute_capability=8.0
# shared_mem_per_block_optin_kb=163.0
# peak_bw_gbs=1555.0
# peak_bw_source=table lookup: A100-SXM4-40GB
# clocks_sm_clock=270 MHz
# clocks_sm_clock_max=1410 MHz
# clocks_mem_clock=1215 MHz
# clocks_mem_clock_max=1215 MHz
# clocks_throttle_reasons=0x0000000000000001
# clocks_temp_c=31
# clocks_power_w=70.36 W
iteration,microseconds
0,898.0480
1,890.8800
2,889.8560
3,890.8800
4,892.9280
5,885.7600
6,886.7840
7,890.8800
8,891.9040
9,888.8320
10,886.7840
11,887.8080
12,890.8800
13,887.8080
14,885.7600
15,887.8080
16,891.9040
17,890.8800
18,887.8080
19,889.8560
20,892.9280
21,889.8560
22,887.8080
23,887.8080
24,890.8800
25,888.8320
26,890.8800
27,890.8800
28,890.8800
29,887.8080
30,890.8800
31,889.8560
32,891.9040
33,889.8560
34,889.8560
35,887.8080
36,889.8560
37,890.8800
38,889.8560
39,888.8320
40,889.8560
41,890.8800
42,887.8080
43,886.7840
44,892.9280
45,888.8320
46,886.7840
47,884.7360
48,887.8080
49,887.8080
50,885.7600
51,888.8320
52,885.7600
53,886.7840
54,884.7360
55,884.7360
56,888.8320
57,884.7360
58,883.7120
59,887.8080
60,884.7360
61,885.7600
62,884.7360
63,883.7120
64,886.7840
65,884.7360
66,885.7600
67,882.6880
68,884.7360
69,884.7360
70,885.7600
71,882.6880
72,887.8080
73,884.7360
74,884.7360
75,884.7360
76,885.7600
77,884.7360
78,884.7360
79,881.6640
80,886.7840
81,882.6880
82,883.7120
83,886.7840
84,884.7360
85,884.7360
86,883.7120
87,885.7600
88,889.8560
89,885.7600
90,883.7120
91,880.6400
92,888.8320
93,886.7840
94,885.7600
95,884.7360
96,885.7600
97,886.7840
98,885.7600
99,884.7360
100,885.7600
101,882.6880
102,882.6880
103,882.6880
104,884.7360
105,885.7600
106,885.7600
107,883.7120
108,881.6640
109,884.7360
110,883.7120
111,883.7120
112,885.7600
113,883.7120
114,881.6640
115,884.7360
116,886.7840
117,886.7840
118,887.8080
119,883.7120
120,884.7360
121,886.7840
122,881.6640
123,883.7120
124,887.8080
125,897.0240
126,882.6880
127,882.6880
128,891.9040
129,883.7120
130,883.7120
131,882.6880
132,887.8080
133,885.7600
134,882.6880
135,884.7360
136,889.8560
137,892.9280
138,881.6640
139,882.6880
140,886.7840
141,888.8320
142,882.6880
143,885.7600
144,884.7360
145,883.7120
146,886.7840
147,885.7600
148,884.7360
149,882.6880
150,885.7600
151,884.7360
152,889.8560
153,884.7360
154,882.6880
155,885.7600
156,884.7360
157,883.7120
158,885.7600
159,884.7360
160,885.7600
161,885.7600
162,882.6880
163,884.7360
164,886.7840
165,886.7840
166,884.7360
167,884.7360
168,886.7840
169,885.7600
170,886.7840
171,884.7360
172,887.8080
173,882.6880
174,886.7840
175,884.7360
176,889.8560
177,885.7600
178,885.7600
179,885.7600
180,884.7360
181,883.7120
182,883.7120
183,885.7600
184,887.8080
185,881.6640
186,884.7360
187,889.8560
188,886.7840
189,885.7600
190,884.7360
191,883.7120
192,888.8320
193,885.7600
194,884.7360
195,885.7600
196,886.7840
197,885.7600
198,882.6880
199,889.8560
