# timestamp_utc=2026-09-22T05:00:56+00:00
# host=129-146-116-70
# python=3.10.12
# git_commit=dfac770-dirty
# nvcc=Build cuda_12.8.r12.8/compiler.35583870_0
# ncu=Version 2025.1.1.0 (build 35528883) (public-release)
# driver=580.105.08
# torch=2.7.0
# cuda_runtime=12.8
# cudnn=90800
# gpu=NVIDIA A100-SXM4-40GB
# gpu_memory_gb=42.4
# sm_count=108
# compute_capability=8.0
# shared_mem_per_block_optin_kb=163.0
# peak_bw_gbs=1555.0
# peak_bw_source=table lookup: A100-SXM4-40GB
# clocks_sm_clock=270 MHz
# clocks_sm_clock_max=1410 MHz
# clocks_mem_clock=1215 MHz
# clocks_mem_clock_max=1215 MHz
# clocks_throttle_reasons=0x0000000000000001
# clocks_temp_c=31
# clocks_power_w=70.36 W
iteration,microseconds
0,279.5520
1,264.1920
2,264.1920
3,272.3840
4,260.0960
5,262.1440
6,277.5040
7,266.2400
8,261.1200
9,261.1200
10,268.2880
11,268.2880
12,261.1200
13,267.2640
14,259.0720
15,260.0960
16,261.1200
17,266.2400
18,264.1920
19,261.1200
20,266.2400
21,261.1200
22,259.0720
23,273.4080
24,264.1920
25,263.1680
26,259.0720
27,264.1920
28,260.0960
29,263.1680
30,282.6240
31,261.1200
32,259.0720
33,262.1440
34,269.3120
35,261.1200
36,264.1920
37,267.2640
38,261.1200
39,259.0720
40,260.0960
41,266.2400
42,262.1440
43,261.1200
44,265.2160
45,262.1440
46,261.1200
47,275.4560
48,263.1680
49,260.0960
50,261.1200
51,266.2400
52,263.1680
53,263.1680
54,278.5280
55,261.1200
56,262.1440
57,260.0960
58,266.2400
59,260.0960
60,260.0960
61,264.1920
62,262.1440
63,260.0960
64,262.1440
65,264.1920
66,261.1200
67,262.1440
68,266.2400
69,262.1440
70,262.1440
71,276.4800
72,261.1200
73,263.1680
74,261.1200
75,268.2880
76,261.1200
77,263.1680
78,268.2880
79,262.1440
80,260.0960
81,264.1920
82,266.2400
83,261.1200
84,259.0720
85,266.2400
86,263.1680
87,263.1680
88,277.5040
89,266.2400
90,261.1200
91,261.1200
92,267.2640
93,261.1200
94,261.1200
95,279.5520
96,263.1680
97,263.1680
98,259.0720
99,265.2160
100,261.1200
101,264.1920
102,264.1920
103,262.1440
104,261.1200
105,262.1440
106,264.1920
107,261.1200
108,259.0720
109,267.2640
110,261.1200
111,274.4320
112,278.5280
113,261.1200
114,261.1200
115,261.1200
116,268.2880
117,262.1440
118,258.0480
119,266.2400
120,261.1200
121,263.1680
122,260.0960
123,263.1680
124,260.0960
125,264.1920
126,264.1920
127,260.0960
128,260.0960
129,275.4560
130,265.2160
131,260.0960
132,261.1200
133,266.2400
134,261.1200
135,265.2160
136,280.5760
137,261.1200
138,262.1440
139,261.1200
140,270.3360
141,262.1440
142,260.0960
143,264.1920
144,259.0720
145,261.1200
146,259.0720
147,268.2880
148,260.0960
149,261.1200
150,267.2640
151,260.0960
152,259.0720
153,275.4560
154,264.1920
155,261.1200
156,264.1920
157,264.1920
158,259.0720
159,261.1200
160,265.2160
161,261.1200
162,260.0960
163,261.1200
164,264.1920
165,262.1440
166,261.1200
167,265.2160
168,263.1680
169,273.4080
170,262.1440
171,264.1920
172,260.0960
173,264.1920
174,265.2160
175,263.1680
176,259.0720
177,275.4560
178,262.1440
179,261.1200
180,260.0960
181,267.2640
182,259.0720
183,259.0720
184,266.2400
185,260.0960
186,260.0960
187,258.0480
188,267.2640
189,259.0720
190,263.1680
191,264.1920
192,260.0960
193,258.0480
194,261.1200
195,261.1200
196,259.0720
197,259.0720
198,268.2880
199,259.0720
