# timestamp_utc=2026-09-22T05:00:56+00:00
# host=129-146-116-70
# python=3.10.12
# git_commit=dfac770-dirty
# nvcc=Build cuda_12.8.r12.8/compiler.35583870_0
# ncu=Version 2025.1.1.0 (build 35528883) (public-release)
# driver=580.105.08
# torch=2.7.0
# cuda_runtime=12.8
# cudnn=90800
# gpu=NVIDIA A100-SXM4-40GB
# gpu_memory_gb=42.4
# sm_count=108
# compute_capability=8.0
# shared_mem_per_block_optin_kb=163.0
# peak_bw_gbs=1555.0
# peak_bw_source=table lookup: A100-SXM4-40GB
# clocks_sm_clock=270 MHz
# clocks_sm_clock_max=1410 MHz
# clocks_mem_clock=1215 MHz
# clocks_mem_clock_max=1215 MHz
# clocks_throttle_reasons=0x0000000000000001
# clocks_temp_c=31
# clocks_power_w=70.36 W
iteration,microseconds
0,44.0320
1,38.9120
2,40.9600
3,35.8400
4,36.8640
5,35.8400
6,35.8400
7,36.8640
8,35.8400
9,35.8400
10,35.8400
11,35.8400
12,35.8400
13,35.8400
14,36.8640
15,34.8160
16,35.8400
17,34.8160
18,38.9120
19,36.8640
20,35.8400
21,36.8640
22,35.8400
23,34.8160
24,35.8400
25,36.8640
26,35.8400
27,35.8400
28,35.8400
29,36.8640
30,34.8160
31,34.8160
32,34.8160
33,35.8400
34,44.0320
35,37.8880
36,35.8400
37,35.8400
38,35.8400
39,35.8400
40,35.8400
41,35.8400
42,35.8400
43,35.8400
44,35.8400
45,35.8400
46,35.8400
47,35.8400
48,35.8400
49,35.8400
50,35.8400
51,37.8880
52,35.8400
53,36.8640
54,35.8400
55,35.8400
56,35.8400
57,35.8400
58,34.8160
59,35.8400
60,34.8160
61,36.8640
62,35.8400
63,35.8400
64,34.8160
65,34.8160
66,35.8400
67,36.8640
68,37.8880
69,35.8400
70,35.8400
71,36.8640
72,35.8400
73,34.8160
74,35.8400
75,35.8400
76,34.8160
77,34.8160
78,35.8400
79,36.8640
80,34.8160
81,34.8160
82,35.8400
83,35.8400
84,37.8880
85,35.8400
86,35.8400
87,35.8400
88,34.8160
89,35.8400
90,35.8400
91,35.8400
92,35.8400
93,35.8400
94,35.8400
95,35.8400
96,34.8160
97,35.8400
98,34.8160
99,35.8400
100,34.8160
101,39.9360
102,35.8400
103,35.8400
104,35.8400
105,34.8160
106,35.8400
107,35.8400
108,34.8160
109,35.8400
110,35.8400
111,34.8160
112,35.8400
113,34.8160
114,35.8400
115,35.8400
116,35.8400
117,39.9360
118,37.8880
119,36.8640
120,35.8400
121,35.8400
122,35.8400
123,34.8160
124,35.8400
125,36.8640
126,36.8640
127,35.8400
128,35.8400
129,36.8640
130,35.8400
131,35.8400
132,34.8160
133,35.8400
134,38.9120
135,35.8400
136,35.8400
137,36.8640
138,35.8400
139,35.8400
140,35.8400
141,35.8400
142,34.8160
143,34.8160
144,35.8400
145,35.8400
146,35.8400
147,35.8400
148,35.8400
149,35.8400
150,34.8160
151,38.9120
152,36.8640
153,35.8400
154,35.8400
155,36.8640
156,34.8160
157,34.8160
158,36.8640
159,34.8160
160,35.8400
161,35.8400
162,34.8160
163,35.8400
164,35.8400
165,34.8160
166,36.8640
167,49.1520
168,37.8880
169,35.8400
170,36.8640
171,34.8160
172,35.8400
173,35.8400
174,35.8400
175,34.8160
176,34.8160
177,35.8400
178,34.8160
179,36.8640
180,34.8160
181,35.8400
182,36.8640
183,36.8640
184,37.8880
185,35.8400
186,34.8160
187,34.8160
188,35.8400
189,35.8400
190,33.7920
191,35.8400
192,34.8160
193,35.8400
194,35.8400
195,35.8400
196,35.8400
197,35.8400
198,35.8400
199,35.8400
