# timestamp_utc=2026-09-22T05:00:56+00:00
# host=129-146-116-70
# python=3.10.12
# git_commit=dfac770-dirty
# nvcc=Build cuda_12.8.r12.8/compiler.35583870_0
# ncu=Version 2025.1.1.0 (build 35528883) (public-release)
# driver=580.105.08
# torch=2.7.0
# cuda_runtime=12.8
# cudnn=90800
# gpu=NVIDIA A100-SXM4-40GB
# gpu_memory_gb=42.4
# sm_count=108
# compute_capability=8.0
# shared_mem_per_block_optin_kb=163.0
# peak_bw_gbs=1555.0
# peak_bw_source=table lookup: A100-SXM4-40GB
# clocks_sm_clock=270 MHz
# clocks_sm_clock_max=1410 MHz
# clocks_mem_clock=1215 MHz
# clocks_mem_clock_max=1215 MHz
# clocks_throttle_reasons=0x0000000000000001
# clocks_temp_c=31
# clocks_power_w=70.36 W
iteration,microseconds
0,52.2240
1,47.1040
2,46.0800
3,46.0800
4,45.0560
5,46.0800
6,48.1280
7,45.0560
8,46.0800
9,45.0560
10,45.0560
11,45.0560
12,45.0560
13,45.0560
14,45.0560
15,45.0560
16,45.0560
17,45.0560
18,45.0560
19,45.0560
20,48.1280
21,45.0560
22,45.0560
23,45.0560
24,45.0560
25,45.0560
26,46.0800
27,45.0560
28,45.0560
29,45.0560
30,45.0560
31,44.0320
32,45.0560
33,45.0560
34,48.1280
35,46.0800
36,46.0800
37,45.0560
38,46.0800
39,45.0560
40,45.0560
41,44.0320
42,45.0560
43,45.0560
44,45.0560
45,45.0560
46,45.0560
47,45.0560
48,48.1280
49,46.0800
50,46.0800
51,45.0560
52,45.0560
53,45.0560
54,45.0560
55,46.0800
56,45.0560
57,45.0560
58,45.0560
59,45.0560
60,45.0560
61,45.0560
62,48.1280
63,46.0800
64,46.0800
65,45.0560
66,45.0560
67,46.0800
68,45.0560
69,44.0320
70,46.0800
71,45.0560
72,44.0320
73,45.0560
74,45.0560
75,46.0800
76,47.1040
77,45.0560
78,46.0800
79,45.0560
80,45.0560
81,45.0560
82,45.0560
83,46.0800
84,45.0560
85,45.0560
86,45.0560
87,45.0560
88,45.0560
89,45.0560
90,49.1520
91,45.0560
92,45.0560
93,44.0320
94,46.0800
95,45.0560
96,45.0560
97,45.0560
98,45.0560
99,45.0560
100,45.0560
101,45.0560
102,45.0560
103,45.0560
104,48.1280
105,45.0560
106,45.0560
107,45.0560
108,45.0560
109,45.0560
110,46.0800
111,44.0320
112,44.0320
113,46.0800
114,46.0800
115,45.0560
116,45.0560
117,44.0320
118,48.1280
119,46.0800
120,45.0560
121,45.0560
122,46.0800
123,45.0560
124,45.0560
125,45.0560
126,45.0560
127,45.0560
128,45.0560
129,45.0560
130,45.0560
131,45.0560
132,47.1040
133,46.0800
134,45.0560
135,45.0560
136,45.0560
137,45.0560
138,45.0560
139,45.0560
140,45.0560
141,45.0560
142,45.0560
143,45.0560
144,45.0560
145,45.0560
146,47.1040
147,46.0800
148,45.0560
149,45.0560
150,46.0800
151,45.0560
152,45.0560
153,44.0320
154,45.0560
155,45.0560
156,45.0560
157,44.0320
158,45.0560
159,45.0560
160,47.1040
161,46.0800
162,46.0800
163,44.0320
164,45.0560
165,45.0560
166,45.0560
167,45.0560
168,46.0800
169,46.0800
170,46.0800
171,45.0560
172,46.0800
173,45.0560
174,48.1280
175,45.0560
176,44.0320
177,45.0560
178,45.0560
179,45.0560
180,45.0560
181,45.0560
182,45.0560
183,45.0560
184,44.0320
185,44.0320
186,46.0800
187,45.0560
188,48.1280
189,45.0560
190,46.0800
191,45.0560
192,45.0560
193,45.0560
194,46.0800
195,45.0560
196,45.0560
197,45.0560
198,46.0800
199,45.0560
