# timestamp_utc=2026-09-22T05:00:56+00:00
# host=129-146-116-70
# python=3.10.12
# git_commit=dfac770-dirty
# nvcc=Build cuda_12.8.r12.8/compiler.35583870_0
# ncu=Version 2025.1.1.0 (build 35528883) (public-release)
# driver=580.105.08
# torch=2.7.0
# cuda_runtime=12.8
# cudnn=90800
# gpu=NVIDIA A100-SXM4-40GB
# gpu_memory_gb=42.4
# sm_count=108
# compute_capability=8.0
# shared_mem_per_block_optin_kb=163.0
# peak_bw_gbs=1555.0
# peak_bw_source=table lookup: A100-SXM4-40GB
# clocks_sm_clock=270 MHz
# clocks_sm_clock_max=1410 MHz
# clocks_mem_clock=1215 MHz
# clocks_mem_clock_max=1215 MHz
# clocks_throttle_reasons=0x0000000000000001
# clocks_temp_c=31
# clocks_power_w=70.36 W
iteration,microseconds
0,308.2240
1,302.0800
2,300.0320
3,301.0560
4,301.0560
5,300.0320
6,303.1040
7,297.9840
8,301.0560
9,302.0800
10,301.0560
11,299.0080
12,301.0560
13,301.0560
14,299.0080
15,302.0800
16,299.0080
17,300.0320
18,303.1040
19,297.9840
20,296.9600
21,301.0560
22,297.9840
23,296.9600
24,311.2960
25,301.0560
26,301.0560
27,312.3200
28,300.0320
29,300.0320
30,301.0560
31,303.1040
32,301.0560
33,297.9840
34,302.0800
35,299.0080
36,299.0080
37,301.0560
38,299.0080
39,296.9600
40,301.0560
41,300.0320
42,297.9840
43,301.0560
44,299.0080
45,299.0080
46,301.0560
47,301.0560
48,299.0080
49,302.0800
50,299.0080
51,300.0320
52,302.0800
53,299.0080
54,300.0320
55,302.0800
56,299.0080
57,299.0080
58,300.0320
59,301.0560
60,300.0320
61,302.0800
62,301.0560
63,297.9840
64,301.0560
65,300.0320
66,299.0080
67,301.0560
68,300.0320
69,299.0080
70,301.0560
71,300.0320
72,297.9840
73,301.0560
74,300.0320
75,300.0320
76,299.0080
77,301.0560
78,300.0320
79,299.0080
80,301.0560
81,299.0080
82,297.9840
83,301.0560
84,299.0080
85,296.9600
86,301.0560
87,300.0320
88,313.3440
89,301.0560
90,301.0560
91,302.0800
92,301.0560
93,297.9840
94,299.0080
95,302.0800
96,299.0080
97,300.0320
98,302.0800
99,299.0080
100,299.0080
101,302.0800
102,300.0320
103,303.1040
104,302.0800
105,301.0560
106,301.0560
107,303.1040
108,299.0080
109,300.0320
110,303.1040
111,297.9840
112,299.0080
113,301.0560
114,297.9840
115,299.0080
116,301.0560
117,299.0080
118,300.0320
119,301.0560
120,300.0320
121,300.0320
122,301.0560
123,300.0320
124,297.9840
125,302.0800
126,301.0560
127,301.0560
128,301.0560
129,299.0080
130,299.0080
131,302.0800
132,299.0080
133,301.0560
134,300.0320
135,300.0320
136,300.0320
137,300.0320
138,301.0560
139,300.0320
140,300.0320
141,301.0560
142,300.0320
143,299.0080
144,301.0560
145,300.0320
146,300.0320
147,301.0560
148,299.0080
149,301.0560
150,301.0560
151,297.9840
152,300.0320
153,301.0560
154,301.0560
155,299.0080
156,300.0320
157,301.0560
158,299.0080
159,302.0800
160,297.9840
161,299.0080
162,301.0560
163,300.0320
164,302.0800
165,302.0800
166,299.0080
167,299.0080
168,302.0800
169,299.0080
170,299.0080
171,302.0800
172,297.9840
173,299.0080
174,301.0560
175,300.0320
176,299.0080
177,302.0800
178,300.0320
179,302.0800
180,301.0560
181,300.0320
182,300.0320
183,301.0560
184,297.9840
185,299.0080
186,300.0320
187,300.0320
188,300.0320
189,300.0320
190,302.0800
191,301.0560
192,297.9840
193,303.1040
194,299.0080
195,296.9600
196,302.0800
197,299.0080
198,297.9840
199,299.0080
