# timestamp_utc=2026-09-22T05:00:56+00:00
# host=129-146-116-70
# python=3.10.12
# git_commit=dfac770-dirty
# nvcc=Build cuda_12.8.r12.8/compiler.35583870_0
# ncu=Version 2025.1.1.0 (build 35528883) (public-release)
# driver=580.105.08
# torch=2.7.0
# cuda_runtime=12.8
# cudnn=90800
# gpu=NVIDIA A100-SXM4-40GB
# gpu_memory_gb=42.4
# sm_count=108
# compute_capability=8.0
# shared_mem_per_block_optin_kb=163.0
# peak_bw_gbs=1555.0
# peak_bw_source=table lookup: A100-SXM4-40GB
# clocks_sm_clock=270 MHz
# clocks_sm_clock_max=1410 MHz
# clocks_mem_clock=1215 MHz
# clocks_mem_clock_max=1215 MHz
# clocks_throttle_reasons=0x0000000000000001
# clocks_temp_c=31
# clocks_power_w=70.36 W
iteration,microseconds
0,54.2720
1,49.1520
2,48.1280
3,48.1280
4,49.1520
5,48.1280
6,48.1280
7,49.1520
8,49.1520
9,48.1280
10,51.2000
11,48.1280
12,48.1280
13,48.1280
14,48.1280
15,48.1280
16,48.1280
17,47.1040
18,48.1280
19,48.1280
20,48.1280
21,48.1280
22,48.1280
23,50.1760
24,49.1520
25,48.1280
26,48.1280
27,48.1280
28,48.1280
29,49.1520
30,49.1520
31,48.1280
32,48.1280
33,48.1280
34,48.1280
35,48.1280
36,47.1040
37,49.1520
38,48.1280
39,49.1520
40,47.1040
41,48.1280
42,48.1280
43,49.1520
44,48.1280
45,48.1280
46,48.1280
47,47.1040
48,48.1280
49,48.1280
50,55.2960
51,51.2000
52,48.1280
53,48.1280
54,48.1280
55,48.1280
56,48.1280
57,47.1040
58,47.1040
59,49.1520
60,48.1280
61,48.1280
62,48.1280
63,48.1280
64,50.1760
65,48.1280
66,48.1280
67,48.1280
68,48.1280
69,47.1040
70,48.1280
71,48.1280
72,48.1280
73,48.1280
74,48.1280
75,48.1280
76,48.1280
77,48.1280
78,50.1760
79,48.1280
80,48.1280
81,47.1040
82,47.1040
83,48.1280
84,48.1280
85,48.1280
86,48.1280
87,48.1280
88,48.1280
89,48.1280
90,47.1040
91,60.4160
92,49.1520
93,48.1280
94,48.1280
95,48.1280
96,47.1040
97,48.1280
98,47.1040
99,48.1280
100,48.1280
101,47.1040
102,48.1280
103,48.1280
104,48.1280
105,50.1760
106,48.1280
107,48.1280
108,48.1280
109,48.1280
110,49.1520
111,48.1280
112,48.1280
113,47.1040
114,48.1280
115,47.1040
116,48.1280
117,48.1280
118,48.1280
119,50.1760
120,48.1280
121,48.1280
122,48.1280
123,48.1280
124,48.1280
125,48.1280
126,48.1280
127,48.1280
128,48.1280
129,48.1280
130,48.1280
131,48.1280
132,48.1280
133,50.1760
134,48.1280
135,48.1280
136,48.1280
137,47.1040
138,49.1520
139,49.1520
140,48.1280
141,48.1280
142,48.1280
143,48.1280
144,48.1280
145,47.1040
146,50.1760
147,48.1280
148,48.1280
149,47.1040
150,48.1280
151,48.1280
152,47.1040
153,47.1040
154,48.1280
155,48.1280
156,48.1280
157,48.1280
158,48.1280
159,48.1280
160,50.1760
161,48.1280
162,48.1280
163,48.1280
164,48.1280
165,48.1280
166,48.1280
167,48.1280
168,48.1280
169,48.1280
170,48.1280
171,48.1280
172,48.1280
173,47.1040
174,51.2000
175,48.1280
176,48.1280
177,47.1040
178,48.1280
179,48.1280
180,48.1280
181,48.1280
182,48.1280
183,48.1280
184,48.1280
185,48.1280
186,48.1280
187,47.1040
188,50.1760
189,48.1280
190,48.1280
191,48.1280
192,48.1280
193,48.1280
194,47.1040
195,48.1280
196,48.1280
197,50.1760
198,48.1280
199,48.1280
