# timestamp_utc=2026-09-22T05:00:56+00:00
# host=129-146-116-70
# python=3.10.12
# git_commit=dfac770-dirty
# nvcc=Build cuda_12.8.r12.8/compiler.35583870_0
# ncu=Version 2025.1.1.0 (build 35528883) (public-release)
# driver=580.105.08
# torch=2.7.0
# cuda_runtime=12.8
# cudnn=90800
# gpu=NVIDIA A100-SXM4-40GB
# gpu_memory_gb=42.4
# sm_count=108
# compute_capability=8.0
# shared_mem_per_block_optin_kb=163.0
# peak_bw_gbs=1555.0
# peak_bw_source=table lookup: A100-SXM4-40GB
# clocks_sm_clock=270 MHz
# clocks_sm_clock_max=1410 MHz
# clocks_mem_clock=1215 MHz
# clocks_mem_clock_max=1215 MHz
# clocks_throttle_reasons=0x0000000000000001
# clocks_temp_c=31
# clocks_power_w=70.36 W
iteration,microseconds
0,228.3520
1,226.3040
2,223.2320
3,224.2560
4,223.2320
5,225.2800
6,225.2800
7,223.2320
8,224.2560
9,224.2560
10,223.2320
11,223.2320
12,223.2320
13,226.3040
14,225.2800
15,221.1840
16,224.2560
17,225.2800
18,223.2320
19,223.2320
20,224.2560
21,225.2800
22,222.2080
23,224.2560
24,225.2800
25,227.3280
26,222.2080
27,223.2320
28,221.1840
29,224.2560
30,225.2800
31,222.2080
32,224.2560
33,224.2560
34,223.2320
35,223.2320
36,227.3280
37,225.2800
38,223.2320
39,222.2080
40,224.2560
41,225.2800
42,223.2320
43,222.2080
44,224.2560
45,226.3040
46,223.2320
47,224.2560
48,223.2320
49,227.3280
50,222.2080
51,224.2560
52,223.2320
53,225.2800
54,225.2800
55,223.2320
56,220.1600
57,226.3040
58,225.2800
59,224.2560
60,223.2320
61,223.2320
62,223.2320
63,223.2320
64,221.1840
65,225.2800
66,222.2080
67,223.2320
68,222.2080
69,225.2800
70,222.2080
71,224.2560
72,231.4240
73,224.2560
74,224.2560
75,223.2320
76,224.2560
77,225.2800
78,222.2080
79,222.2080
80,223.2320
81,225.2800
82,224.2560
83,225.2800
84,224.2560
85,224.2560
86,223.2320
87,222.2080
88,224.2560
89,226.3040
90,223.2320
91,223.2320
92,225.2800
93,224.2560
94,224.2560
95,222.2080
96,224.2560
97,223.2320
98,223.2320
99,224.2560
100,222.2080
101,225.2800
102,223.2320
103,223.2320
104,221.1840
105,226.3040
106,222.2080
107,223.2320
108,223.2320
109,224.2560
110,222.2080
111,224.2560
112,222.2080
113,224.2560
114,223.2320
115,224.2560
116,222.2080
117,224.2560
118,223.2320
119,222.2080
120,223.2320
121,227.3280
122,223.2320
123,225.2800
124,223.2320
125,225.2800
126,223.2320
127,225.2800
128,221.1840
129,224.2560
130,223.2320
131,222.2080
132,222.2080
133,226.3040
134,222.2080
135,221.1840
136,223.2320
137,227.3280
138,224.2560
139,222.2080
140,223.2320
141,224.2560
142,223.2320
143,223.2320
144,222.2080
145,226.3040
146,224.2560
147,222.2080
148,223.2320
149,224.2560
150,224.2560
151,223.2320
152,221.1840
153,226.3040
154,225.2800
155,222.2080
156,224.2560
157,225.2800
158,224.2560
159,226.3040
160,222.2080
161,225.2800
162,224.2560
163,223.2320
164,221.1840
165,224.2560
166,223.2320
167,224.2560
168,224.2560
169,223.2320
170,225.2800
171,224.2560
172,223.2320
173,223.2320
174,222.2080
175,225.2800
176,222.2080
177,226.3040
178,224.2560
179,223.2320
180,224.2560
181,224.2560
182,222.2080
183,224.2560
184,220.1600
185,224.2560
186,223.2320
187,222.2080
188,222.2080
189,225.2800
190,223.2320
191,221.1840
192,225.2800
193,226.3040
194,221.1840
195,223.2320
196,224.2560
197,224.2560
198,222.2080
199,222.2080
