# timestamp_utc=2026-09-22T05:00:56+00:00
# host=129-146-116-70
# python=3.10.12
# git_commit=dfac770-dirty
# nvcc=Build cuda_12.8.r12.8/compiler.35583870_0
# ncu=Version 2025.1.1.0 (build 35528883) (public-release)
# driver=580.105.08
# torch=2.7.0
# cuda_runtime=12.8
# cudnn=90800
# gpu=NVIDIA A100-SXM4-40GB
# gpu_memory_gb=42.4
# sm_count=108
# compute_capability=8.0
# shared_mem_per_block_optin_kb=163.0
# peak_bw_gbs=1555.0
# peak_bw_source=table lookup: A100-SXM4-40GB
# clocks_sm_clock=270 MHz
# clocks_sm_clock_max=1410 MHz
# clocks_mem_clock=1215 MHz
# clocks_mem_clock_max=1215 MHz
# clocks_throttle_reasons=0x0000000000000001
# clocks_temp_c=31
# clocks_power_w=70.36 W
iteration,microseconds
0,217.0880
1,212.9920
2,210.9440
3,210.9440
4,211.9680
5,212.9920
6,209.9200
7,209.9200
8,209.9200
9,209.9200
10,210.9440
11,209.9200
12,211.9680
13,209.9200
14,212.9920
15,208.8960
16,210.9440
17,208.8960
18,211.9680
19,207.8720
20,209.9200
21,208.8960
22,210.9440
23,209.9200
24,209.9200
25,208.8960
26,208.8960
27,211.9680
28,210.9440
29,208.8960
30,209.9200
31,210.9440
32,208.8960
33,210.9440
34,209.9200
35,210.9440
36,210.9440
37,208.8960
38,209.9200
39,210.9440
40,210.9440
41,208.8960
42,209.9200
43,210.9440
44,211.9680
45,210.9440
46,209.9200
47,208.8960
48,211.9680
49,208.8960
50,210.9440
51,207.8720
52,211.9680
53,209.9200
54,209.9200
55,208.8960
56,211.9680
57,209.9200
58,209.9200
59,210.9440
60,210.9440
61,211.9680
62,208.8960
63,209.9200
64,209.9200
65,211.9680
66,209.9200
67,209.9200
68,211.9680
69,210.9440
70,211.9680
71,208.8960
72,209.9200
73,210.9440
74,208.8960
75,209.9200
76,210.9440
77,222.2080
78,209.9200
79,208.8960
80,210.9440
81,208.8960
82,212.9920
83,210.9440
84,208.8960
85,209.9200
86,211.9680
87,208.8960
88,209.9200
89,210.9440
90,212.9920
91,210.9440
92,209.9200
93,209.9200
94,211.9680
95,208.8960
96,209.9200
97,209.9200
98,209.9200
99,211.9680
100,208.8960
101,208.8960
102,210.9440
103,210.9440
104,209.9200
105,209.9200
106,209.9200
107,210.9440
108,209.9200
109,210.9440
110,210.9440
111,212.9920
112,210.9440
113,210.9440
114,210.9440
115,209.9200
116,211.9680
117,208.8960
118,209.9200
119,210.9440
120,210.9440
121,210.9440
122,210.9440
123,208.8960
124,211.9680
125,210.9440
126,209.9200
127,208.8960
128,212.9920
129,210.9440
130,212.9920
131,210.9440
132,221.1840
133,209.9200
134,210.9440
135,208.8960
136,209.9200
137,212.9920
138,210.9440
139,209.9200
140,207.8720
141,212.9920
142,209.9200
143,208.8960
144,209.9200
145,211.9680
146,211.9680
147,207.8720
148,210.9440
149,210.9440
150,209.9200
151,209.9200
152,209.9200
153,210.9440
154,211.9680
155,208.8960
156,208.8960
157,210.9440
158,210.9440
159,211.9680
160,209.9200
161,208.8960
162,212.9920
163,210.9440
164,209.9200
165,209.9200
166,211.9680
167,209.9200
168,208.8960
169,209.9200
170,210.9440
171,210.9440
172,209.9200
173,214.0160
174,210.9440
175,211.9680
176,209.9200
177,209.9200
178,208.8960
179,210.9440
180,209.9200
181,209.9200
182,208.8960
183,212.9920
184,208.8960
185,208.8960
186,209.9200
187,209.9200
188,210.9440
189,210.9440
190,210.9440
191,212.9920
192,210.9440
193,209.9200
194,210.9440
195,209.9200
196,211.9680
197,210.9440
198,209.9200
199,207.8720
